Year;Id;Waste_Type;Waste treatment plants;Input to waste treatment plants;Wastes generated in the own local unit;Waste delivered from the domestic territory;Waste delivered from abroad
2018;EAV-080121-G;Waste paint or varnish remover;7;1.1;0.0;1.1;
2018;EAV-080199-U;Paint, varnish: Wastes n.o.s.;3;0.1;;0.1;
2018;EAV-080201-U;Waste coating powders;34;3.1;;3.1;0.0
2018;EAV-080202-U;Aqueous sludges containing ceramic materials;19;1.9;;1.9;
2018;EAV-080203-U;Aqueous suspensions containing ceramic materials;7;2.0;;2.0;
2018;EAV-080307-U;Aqueous sludges containing ink;8;0.2;;0.2;0.0
2018;EAV-080308-U;Aqueous liquid waste containing ink;24;7.5;;7.5;
2018;EAV-080312-G;Waste ink containing hazardous substances;31;3.0;0.2;2.7;0.0
2018;EAV-080313-U;Waste ink (except 080312);30;2.4;0.0;2.3;
2018;EAV-080314-G;Ink sludges containing hazardous substances;19;3.5;0.0;3.5;
2018;EAV-080315-U;Ink sludges (except 080314);8;0.5;;0.5;
2018;EAV-080317-G;Waste printing toner cont. hazardous substances;9;0.0;;0.0;
2018;EAV-080318-U;Waste printing toner (except 080317);44;2.0;0.0;1.7;0.2
2018;EAV-080409-G;Waste adhesives and sealants cont.organic solvents;54;17.1;0.3;14.2;2.6
2018;EAV-080410-U;Waste adhesives and sealants (except 080409);65;10.2;0.1;10.0;0.1
2018;EAV-080411-G;Adhesive and sealant sludges cont.organic solvents;3;0.2;;0.2;
2018;EAV-080412-U;Adhesive and sealant sludges (except 080411);7;0.7;0.0;0.7;
2018;EAV-080413-G;Adhesives,sealants: Aqueous sludges cont.adhesives;9;0.5;0.0;0.4;
2018;EAV-080414-U;Aqueous sludges cont.adhesives,sealants(ex.080413);28;5.2;0.1;5.2;
2018;EAV-080415-G;Adhesives,sealants: Aqueous liquid waste cont.adh.;8;0.5;0.0;0.5;
2018;EAV-080416-U;Aqueous liquid waste cont.adh.,sealants(ex.080415);28;19.3;13.4;6.0;
2018;EAV-080501-G;Waste isocyanates;15;1.9;0.1;1.2;0.6
2018;EAV-090101-G;Water-based developer and activator solutions;25;2.1;0.0;1.6;0.5
2018;EAV-090102-G;Water-based offset plate developer solutions;24;4.3;0.0;3.9;0.3
2018;EAV-090104-G;Fixer solutions;23;2.6;0.1;2.0;0.5
2018;EAV-090105-G;Bleach solutions and bleach fixer solutions;9;1.1;0.0;1.0;0.1
2018;EAV-090107-U;Photographic film and paper containing silver;8;3.0;;2.0;1.0
2018;EAV-090108-U;Photographic film and paper free of silver;23;3.2;0.0;3.2;
2018;EAV-090199-U;Photographic industry: Wastes n.o.s.;3;6.2;;6.1;0.0
2018;EAV-100101-U;Bottom ash, slag and boiler dust (ex. 100104);225;5888.3;4739.0;1146.2;3.0
2018;EAV-100102-U;Coal fly ash;55;2387.8;43.0;2344.5;0.2
2018;EAV-100103-U;Fly ash from peat and untreated wood;52;66.6;26.6;39.9;
2018;EAV-100104-G;Oil fly ash and boiler dust;18;4.2;0.7;2.9;0.6
2018;EAV-100105-U;Calcium-b.react.wastes fr.flue-gas desulph.,solid;50;791.2;362.4;418.0;10.8
2018;EAV-100107-U;Calcium-b.react.wastes fr.flue-gas desulph.,sludge;19;38.0;0.1;37.8;
2018;EAV-100114-G;Bottom ash,slag,boiler dust from co-incineration;28;50.8;;47.5;3.3
2018;EAV-100115-U;Bottom ash,slag,boiler dust fr. co-inc.(ex.100114);48;799.3;7.3;789.8;2.1
2018;EAV-100116-G;Fly ash from co-incineration;19;20.0;;20.0;
2018;EAV-100117-U;Fly ash from co-incineration (except 100116);43;1914.3;208.4;1702.9;3.0
2018;EAV-100118-G;Wastes from gas cleaning cont. hazardous subst.;40;29.2;0.0;28.7;0.5
2018;EAV-100119-U;Wastes from gas cleaning (ex.100105,100107,100118);29;17.7;0.0;9.3;8.3
2018;EAV-100120-G;Power stations: Sludges from on-site effl. treatm.;9;2.9;0.1;2.8;
2018;EAV-100121-U;Sludges from on-site effluent treatment(ex.100120);15;5.9;;5.9;
2018;EAV-100122-G;Power stations: Aqueous sludges from boiler clean.;9;2.4;1.3;1.1;
2018;EAV-100123-U;Aqueous sludges from boiler cleansing (ex. 100122);4;0.2;;0.2;
2018;EAV-100124-U;Power stations: Sands from fluidised beds;7;6.8;;6.8;
2018;EAV-100125-U;Wastes fr. fuel storage, prep.coal-fired power pl.;5;3.7;;3.7;
2018;EAV-100126-U;Wastes from cooling-water treatment;4;4.2;0.7;3.5;
2018;EAV-100201-U;Iron,steel: Wastes from the processing of slag;25;710.6;385.7;290.6;34.3
2018;EAV-100202-U;Iron,steel: Unprocessed slag;69;1410.0;665.4;740.8;3.8
2018;EAV-100207-G;Iron,steel: Solid wastes from gas treatment;46;416.9;0.5;237.0;179.5
2018;EAV-100208-U;Solid wastes from gas treatment (except 100207);30;412.7;149.9;262.7;
2018;EAV-100210-U;Iron,steel: Mill scales;47;288.7;70.5;209.2;9.0
2018;EAV-100211-G;Iron,steel: Wastes fr.cooling-water treat.cont.oil;4;10.1;;4.5;5.5
2018;EAV-100213-G;Iron,steel: Sludges, filter cakes from gas treatm.;11;161.6;78.1;79.7;3.8
2018;EAV-100214-U;Sludges, filter cakes from gas treatm. (ex.100213);8;157.0;128.0;26.0;2.9
2018;EAV-100215-U;Iron,steel: Other sludges and filter cakes;20;137.8;10.3;127.5;
2018;EAV-100299-U;Iron and steel industry: Wastes n.o.s.;8;17.0;0.3;10.6;6.2
2018;EAV-100302-U;Aluminium: Anode scraps;3;28.8;;0.1;28.8
2018;EAV-100304-G;Aluminium: Primary production slags;3;3.0;;3.0;
2018;EAV-100305-U;Aluminium: Waste alumina;8;2.3;;2.3;
2018;EAV-100308-G;Aluminium: Salt slags from secondary production;5;415.2;25.1;290.2;99.9
2018;EAV-100315-G;Aluminium: Skimmings that are flammable etc.;7;42.0;19.4;12.1;10.5
2018;EAV-100316-U;Skimmings (except 100315);11;191.7;0.0;123.2;68.5
2018;EAV-100317-G;Aluminium: Tar-containing wastes from anode manuf.;3;0.5;;0.5;
2018;EAV-100319-G;Aluminium: Flue-gas dust cont. hazardous subst.;10;5.1;0.0;3.5;1.6
2018;EAV-100320-U;Flue-gas dust (except 100319);3;1.3;;1.3;
2018;EAV-100321-G;Aluminium: Other particulates and dust;12;3.2;0.1;3.1;
2018;EAV-100322-U;Other particulates and dust (except 100321);3;1.7;;1.7;
2018;EAV-100323-G;Aluminium: Solid wastes from gas treatment;15;19.5;;19.5;
2018;EAV-100399-U;Aluminium thermal metallurgy: Wastes n.o.s.;4;1.2;;1.2;
2018;EAV-100401-G;Lead: Slags from primary and secondary production;17;121.3;14.2;106.2;1.0
2018;EAV-100402-G;Lead: Dross, skimmings from primary,secon. prod.;12;8.1;0.0;8.0;
2018;EAV-100404-G;Lead: Flue-gas dust;3;0.1;;0.1;
2018;EAV-100405-G;Lead: Other particulates and dust;5;6.0;;6.0;
2018;EAV-100406-G;Lead: Solid wastes from gas treatment;3;0.8;0.5;0.3;
2018;EAV-100501-U;Zinc: Slags from primary and secondary production;12;212.1;51.6;160.5;0.0
2018;EAV-100503-G;Zinc: Flue-gas dust;3;0.0;;0.0;
2018;EAV-100504-U;Zinc: Other particulates and dust;4;0.4;;0.4;
2018;EAV-100511-U;Dross and skimmings (except 100510);4;0.4;;0.1;0.3
2018;EAV-100601-U;Copper: Slags from primary a. secondary production;9;96.3;9.0;63.1;24.2
2018;EAV-100602-U;Copper: Dross, skimmings from primary,secon. prod.;6;19.0;0.2;11.3;7.6
2018;EAV-100603-G;Copper: Flue-gas dust;4;2.5;;1.3;1.2
2018;EAV-100604-U;Copper: Other particulates and dust;4;4.5;;3.6;0.9
2018;EAV-100701-U;Silver etc: Slags from primary a. secondary prod.;5;5.0;;0.5;4.5
2018;EAV-100702-U;Silver etc: Dross,skimmings fr. prim.,secon. prod.;4;0.2;;0.1;0.1
2018;EAV-100704-U;Silver etc: Other particulates and dust;11;1.6;0.0;0.2;1.4
2018;EAV-100799-U;Silver,gold,platinum thermal metall.:Wastes n.o.s.;7;2.0;;0.3;1.6
2018;EAV-100804-U;Non-ferrous: Particulates and dust;7;1.0;0.0;1.0;0.0
2018;EAV-100809-U;Non-ferrous: Other slags;5;29.7;;29.7;
2018;EAV-100810-G;Non-ferrous: Dross, skimmings that are flammable;5;0.7;;0.7;
2018;EAV-100811-U;Dross and skimmings (exept 100810);5;4.4;;3.1;1.3
2018;EAV-100815-G;Non-ferrous: Flue-gas dust cont. hazardous subst.;17;4.7;0.0;4.5;0.2
2018;EAV-100816-U;Flue-gas dust (except 100815);13;1.1;0.6;0.5;
2018;EAV-100817-G;Non-ferrous: Sludges, filter cakes fr.flue-gas tr.;3;0.3;;0.3;0.0
2018;EAV-100903-U;Ferrous: Furnace slag;87;250.2;12.7;237.2;0.2
2018;EAV-100905-G;Ferrous: Casting cores,moulds, not undergone pour.;3;0.0;0.0;0.0;
2018;EAV-100906-U;Casting cores,moulds,not underg.pour. (ex.100905);55;116.9;8.8;108.1;
2018;EAV-100907-G;Ferrous: Casting cores, moulds, undergone pouring;9;1.0;;1.0;
2018;EAV-100908-U;Casting cores,moulds,undergone pouring (ex.100907);183;1824.7;283.3;1538.6;2.8
2018;EAV-100909-G;Ferrous: Flue-gas dust cont. hazardous substances;27;10.6;;10.5;0.1
2018;EAV-100910-U;Flue-gas dust (except 100909);45;63.4;5.2;58.2;
2018;EAV-100911-G;Ferrous: Other particulates cont. hazardous subst.;3;0.5;;0.5;
2018;EAV-100912-U;Other particulates (except 100911);4;2.7;;1.9;0.8
2018;EAV-100999-U;Casting of ferrous pieces: Wastes n.o.s.;5;1.1;0.6;0.4;0.0
2018;EAV-101003-U;Non-ferrous: Furnace slag;8;25.4;;20.0;5.4
2018;EAV-101006-U;Casting cores,moulds,not underg.pour. (ex.101005);17;6.3;;6.3;
2018;EAV-101007-G;Non-ferrous: Casting cores,moulds,undergone pour.;5;3.4;;2.5;0.9
2018;EAV-101008-U;Casting cores,moulds,undergone pouring (ex.101007);85;216.3;15.7;198.9;1.7
2018;EAV-101009-G;Non-ferrous: Flue-gas dust cont. hazardous subst.;11;5.3;;4.9;0.4
2018;EAV-101010-U;Flue-gas dust (except 101009);11;1.8;0.0;1.8;
2018;EAV-101099-U;Casting of non-ferrous pieces: Wastes n.o.s.;3;3.4;;3.1;0.3
2018;EAV-101103-U;Waste glass-based fibrous materials;38;24.6;0.1;24.1;0.5
2018;EAV-101105-U;Manufacture of glass: Particulates and dust;7;3.4;2.2;1.2;
2018;EAV-101109-G;Waste preparation mixture before thermal process.;7;0.6;0.0;0.5;0.0
2018;EAV-101110-U;Waste prep.mixture bef.thermal process.(ex.101109);9;5.1;;5.1;
2018;EAV-101111-G;Waste glass in small particles cont. heavy metals;11;7.6;;7.6;
2018;EAV-101112-U;Waste glass (except 101111);54;299.9;91.7;180.7;27.5
2018;EAV-101113-G;Glass-polishing, -grinding sludge;9;0.7;;0.7;
2018;EAV-101114-U;Glass-polishing, -grinding sludge (except 101113);41;3.3;0.0;3.1;0.1
2018;EAV-101115-G;Manuf. of glass: Solid wastes from flue-gas treat.;15;3.3;0.0;3.1;0.2
2018;EAV-101116-U;Solid wastes from flue-gas treatment (ex. 101115);10;4.3;;4.3;
2018;EAV-101119-G;Manuf. of glass: Sol.wastes fr.on-site effl.treat.;8;1.3;;1.3;
2018;EAV-101120-U;Solid wastes from on-site effl. treatm.(ex.101119);5;1.0;;1.0;
2018;EAV-101201-U;Ceramic goods: Waste prep.mixture bef.thermal pro.;22;28.2;11.3;16.9;
2018;EAV-101203-U;Ceramic goods: Particulates and dust;30;25.8;;22.4;3.4
2018;EAV-101205-U;Ceramic goods: Sludges,filter cakes fr.gas treatm.;3;0.0;;0.1;
2018;EAV-101206-U;Ceramic goods: Discarded moulds;16;6.3;0.1;6.2;
2018;EAV-101208-U;Waste ceramics, bricks, tiles, constr. Products;40;29.2;6.8;21.6;0.9
2018;EAV-101209-G;Ceramic goods: Solid wastes from gas treatment;10;5.5;;5.5;
2018;EAV-101210-U;Solid wastes from gas treatment (except 101209);30;6.4;;6.4;
2018;EAV-101211-G;Ceramic goods: Wastes from glazing cont.heavy met.;6;0.2;;0.2;
2018;EAV-101212-U;Wastes from glazing (except 101211);3;0.0;;0.0;
2018;EAV-101213-U;Ceramic goods: Sludge from on-site effl. treatment;19;32.3;1.3;31.0;
2018;EAV-101299-U;Ceramic goods, bricks, tiles: Wastes n.o.s.;6;1.7;;1.7;
2018;EAV-101301-U;Cement etc: Waste prep. mixture bef. thermal proc.;3;8.8;1.8;6.9;
2018;EAV-101304-U;Wastes from calcination and hydration of lime;19;49.7;45.0;4.7;
2018;EAV-101306-U;Cement etc: Particulates, dust (ex. 101312,101313);37;33.6;1.0;32.6;
2018;EAV-101311-U;Wastes fr.cement-based comp.mat.(ex.101309,101310);31;23.4;4.3;19.2;
2018;EAV-101312-G;Cement etc: Solid wastes from gas treatment;7;1.6;;1.6;
2018;EAV-101313-U;Solid wastes from gas treatment (except 101312);5;6.7;0.0;6.7;
2018;EAV-101314-U;Waste concrete and concrete sludge;50;30.3;0.9;29.4;
2018;EAV-101399-U;Cement, lime and plaster: Wastes n.o.s.;6;0.8;0.1;0.6;
2018;EAV-101401-G;Crematoria: Waste from gas cleaning cont. mercury;11;0.3;;0.3;0.0
2018;EAV-110105-G;Surface treatment: Pickling acids;77;184.8;6.3;138.7;39.8
2018;EAV-110106-G;Surface treatment: Acids n.o.s.;40;11.4;6.2;5.2;0.1
2018;EAV-110107-G;Surface treatment: Pickling bases;65;97.2;4.3;79.7;13.2
2018;EAV-110108-G;Surface treatment: Phosphatising sludges;50;8.9;0.4;8.5;
2018;EAV-110109-G;Surface treatment: Sludges, filter cakes;108;385.3;279.5;93.4;12.5
2018;EAV-110110-U;Sludges and filter cakes (except 110109);77;92.3;50.6;39.7;2.1
2018;EAV-110111-G;Surface treatment: Aqueous rinsing liquids;88;264.8;180.3;81.3;3.3
2018;EAV-110112-U;Aqueous rinsing liquids (except 110111);45;105.3;71.4;33.9;
2018;EAV-110113-G;Surface treatment: Degreasing wastes;41;17.3;0.0;17.2;0.1
2018;EAV-110114-U;Degreasing wastes (except 110113);12;0.5;0.0;0.4;
2018;EAV-110115-G;Surface treatment: Eluate,sludges fr.membrane sys.;4;1.2;0.5;0.7;
2018;EAV-110116-G;Surface treatment: Saturated,spent ion exch.resins;12;0.1;0.0;0.1;
2018;EAV-110198-G;Surface treatment: Other wastes cont. haza. subst.;51;18.1;1.4;14.9;1.8
2018;EAV-110199-U;Surface treatment: Wastes n.o.s.;13;0.1;0.0;0.1;0.0
2018;EAV-110202-G;Sludges from zinchydrometallurgy;7;173.6;169.1;1.8;2.6
2018;EAV-110203-U;Wastes from the production of anodes;5;0.2;;0.0;0.1
2018;EAV-110206-U;Wastes from copper hydromet. Processes (ex.110205);4;1.1;;0.3;0.8
2018;EAV-110207-G;Non-ferrous hydromet. processes: Other wastes;4;14.4;;14.4;
2018;EAV-110299-U;Non-ferrous hydromet. processes: Wastes n.o.s.;7;20.5;;20.5;
2018;EAV-110301-G;Sludges,solids fr.temp.proc.: Wastes cont. cyanide;7;1.0;;0.5;0.5
2018;EAV-110302-G;Sludges,solids from tempering proc.: Other wastes;12;1.7;0.0;1.2;0.5
2018;EAV-110501-U;Hot galvanising processes: Hard zinc;7;8.2;;4.7;3.5
2018;EAV-110502-U;Hot galvanising processes: Zincash;4;19.0;;8.7;10.2
2018;EAV-110503-G;Hot galvan. proc.: Solid wastes from gas treatment;8;0.4;;0.4;
2018;EAV-120101-U;Ferrous metal filings and turnings;128;697.0;2.9;669.9;24.2
2018;EAV-120102-U;Ferrous metal dust and particles;181;1086.7;1.2;1041.4;44.0
2018;EAV-120103-U;Non-ferrous metal filings and turnings;124;182.8;1.1;151.7;30.0
2018;EAV-120104-U;Non-ferrous metal dust and particles;97;120.8;7.1;101.9;11.9
2018;EAV-120105-U;Plastics shavings and turnings;103;38.8;;36.4;2.4
2018;EAV-120106-G;Mineral-based machining oils containing halogens;9;0.2;;0.2;
2018;EAV-120107-G;Mineral-based machining oils free of halogens;29;70.7;0.0;70.5;0.1
2018;EAV-120108-G;Machining emulsions, solutions containing halogens;15;1.4;0.0;1.4;
2018;EAV-120109-G;Machining emulsions, solutions free of halogens;124;633.2;65.0;565.9;2.3
2018;EAV-120110-G;Synthetic machining oils;16;0.5;;0.5;
2018;EAV-120112-G;Spent waxes and fats;46;6.3;0.2;5.7;0.3
2018;EAV-120113-U;Welding wastes;40;15.2;0.0;15.1;0.1
2018;EAV-120114-G;Machining sludges containing hazardous substances;71;21.0;0.9;19.1;1.1
2018;EAV-120115-U;Machining sludges (except 120114);76;12.1;0.0;10.9;1.2
2018;EAV-120116-G;Waste blasting material cont. hazardous substances;106;25.1;0.5;23.0;1.6
2018;EAV-120117-U;Waste blasting material (except 120116);268;121.3;7.3;112.1;1.9
2018;EAV-120118-G;Metal sludge (grinding,honing,lapping sl.)cont.oil;57;53.0;0.1;51.8;1.1
2018;EAV-120120-G;Spent grinding bodies and grinding materials;36;4.4;0.0;4.4;
2018;EAV-120121-U;Spent grinding bodies, grind. materials(ex.120120);88;12.5;0.2;12.2;0.1
2018;EAV-120199-U;Surface treatment of metals,plastics:Wastes n.o.s.;39;53.6;0.1;52.9;0.6
2018;EAV-120301-G;Aqueous washing liquids;62;40.5;6.2;33.9;0.4
2018;EAV-120302-G;Steam degreasing wastes;6;0.4;;0.4;
2018;EAV-130101-G;Hydraulic oils, containing PCBs;4;0.2;;0.1;0.2
2018;EAV-130105-G;Hydraulic oils: Non-chlorinated emulsions;19;5.0;0.0;4.9;
2018;EAV-130110-G;Mineral based non-chlorinated hydraulic oils;16;1.5;0.0;1.5;
2018;EAV-130111-G;Synthetic hydraulic oils;6;0.1;;0.1;
2018;EAV-130113-G;Other hydraulic oils;6;0.1;;0.1;
2018;EAV-130204-G;Mineral-based chlorinated engine, gear, lubr. oils;33;1.3;0.1;1.1;0.0
2018;EAV-130205-G;Mineral-based non-chlor. engine, gear, lubr. oils;89;435.9;4.0;304.2;127.7
2018;EAV-130206-G;Synthetic engine, gear and lubricating oils;10;0.3;0.0;0.3;
2018;EAV-130208-G;Other engine, gear and lubricating oils;30;58.4;0.1;24.4;34.0
2018;EAV-130301-G;Insulating or heat transmission oils cont. PCBs;20;1.0;0.0;0.6;0.3
2018;EAV-130307-G;Mineral-based non-chlor. insul., heat transm. oils;24;12.8;0.0;9.1;3.7
2018;EAV-130308-G;Synthetic insulating and heat transmission oils;16;0.8;0.1;0.8;
2018;EAV-130310-G;Other insulating and heat transmission oils;8;0.4;0.0;0.2;0.3
2018;EAV-130401-G;Bilge oils from inland navigation;7;6.1;;6.1;
2018;EAV-130403-G;Bilge oils from other navigation;11;111.4;;111.4;
2018;EAV-130501-G;Solids from grit chambers and oil/water separators;78;56.3;19.4;36.8;
2018;EAV-130502-G;Sludges from oil/water separators;124;140.6;9.4;130.2;1.1
2018;EAV-130503-G;Interceptor sludges;100;91.3;5.1;85.3;0.9
2018;EAV-130506-G;Oil from oil/water separators;10;4.8;1.1;3.7;
2018;EAV-130507-G;Oily water from oil/water separators;78;33.6;10.4;23.2;
2018;EAV-130508-G;Mixtures of wastes fr.grit chambers,oil/water sep.;101;159.5;1.9;156.8;0.8
2018;EAV-130701-G;Fuel oil and diesel;38;11.3;0.0;11.3;
2018;EAV-130702-G;Petrol;16;0.8;0.0;0.8;0.0
2018;EAV-130703-G;Other fuels (including mixtures);46;20.3;4.0;14.7;1.6
2018;EAV-130802-G;Oil wastes: Other emulsions;59;37.6;15.4;21.1;1.1
2018;EAV-130899-G;Oil wastes: Wastes n.o.s.;52;25.5;0.0;25.5;
2018;EAV-140601-G;Chlorofluorocarbons, HCFC, HFC;16;2.4;0.0;1.9;0.5
2018;EAV-140602-G;Other halogenated solvents and solvent mixtures;35;9.2;0.1;6.3;2.8
2018;EAV-140603-G;Other solvents and solvent mixtures;75;72.4;3.9;56.3;12.2
2018;EAV-140604-G;Sludges or solid wastes cont. halogenated solvents;15;2.7;2.0;0.6;0.1
2018;EAV-140605-G;Sludges or solid wastes containing other solvents;23;4.3;0.0;4.2;
2018;EAV-150101-U;Paper and cardboard packaging;581;3096.9;6.1;3077.6;13.3
2018;EAV-150102-U;Plastic packaging;643;1051.7;9.5;937.6;104.6
2018;EAV-150103-U;Wooden packaging;442;728.3;7.3;715.7;5.3
2018;EAV-150104-U;Metallic packaging;136;38.6;0.1;32.0;6.6
2018;EAV-150105-U;Composite packaging;79;45.8;0.4;39.3;6.1
2018;EAV-15010600-U;Mixed packaging undifferentiated;569;1990.9;1.6;1963.8;25.5
2018;EAV-15010601-U;Lightweight packaging (LWP);64;2051.8;36.2;1935.8;79.7
2018;EAV-15010602-U;Mixed recyclables with lightweight packaging;36;280.9;;280.9;
2018;EAV-150107-U;Glass packaging;141;2268.5;0.5;2077.1;190.9
2018;EAV-150109-U;Textile packaging;5;0.1;;0.1;
2018;EAV-150110-G;Packaging cont.residues of or contam.by haza.subs.;127;40.8;2.5;35.1;3.1
2018;EAV-150111-G;Metallic packaging cont. haza. solid porous matrix;7;3.1;0.0;1.4;1.7
2018;EAV-150202-G;Absorbents, filter materials, wiping cloths etc.;158;157.3;5.3;147.7;4.4
2018;EAV-150203-U;Absorbents,filter materials,wip.cloths (ex.150202);197;34.3;1.0;31.3;2.1
2018;EAV-160103-U;End-of-life tyres;228;663.6;8.1;586.2;69.3
2018;EAV-160104-G;End-of-life vehicles;1156;600.9;0.0;596.0;4.9
2018;EAV-160106-U;End-of-life vehicles,cont. no liquids,hazard.comp.;76;481.3;19.5;443.3;18.5
2018;EAV-160107-G;End-of-life vehicles: Oil filters;27;5.7;0.0;5.5;0.2
2018;EAV-160110-G;End-of-life vehicles: Explosive components;5;3.0;;2.9;0.1
2018;EAV-160112-U;Brake pads (except 160111);7;4.0;;4.0;0.0
2018;EAV-160113-G;End-of-life vehicles: Brake fluids;37;9.9;;8.5;1.4
2018;EAV-160114-G;End-of-life vehicles: Antifreeze fluids;42;16.6;0.0;14.6;2.0
2018;EAV-160115-U;Antifreeze fluids (except 160114);9;0.7;;0.7;
2018;EAV-160117-U;End-of-life vehicles: Ferrous metal;85;325.6;1.7;312.3;11.7
2018;EAV-160118-U;End-of-life vehicles: Non-ferrous metal;86;111.3;0.1;97.8;13.3
2018;EAV-160119-U;End-of-life vehicles: Plastic;81;13.1;0.2;11.3;1.5
2018;EAV-160120-U;End-of-life vehicles: Glass;36;40.7;;34.8;5.9
2018;EAV-16012100-G;Hazardous components (ex.160107-11,160113-14);13;0.9;0.0;0.9;0.0
2018;EAV-16012200-U;Components undifferentiated;10;2.1;0.0;1.1;1.0
2018;EAV-160199-U;End-of-life vehicles: Wastes n.o.s.;3;0.1;;0.1;
2018;EAV-160209-G;Transformers and capacitors containing PCBs;44;1.7;0.0;1.5;0.2
2018;EAV-160210-G;Discarded equip.cont. or contam.by PCBs(ex.160209);4;0.3;;0.3;
2018;EAV-160211-G;Discarded equip.cont. chlorofluorocarbons,HCFC,HFC;64;24.2;0.0;24.2;0.0
2018;EAV-160212-G;Discarded equipment containing free asbestos;30;8.4;;8.4;
2018;EAV-160213-G;Discarded equip.cont.hazardous comp.(ex.160209-12);198;142.4;0.7;129.7;12.1
2018;EAV-160214-U;Discarded equipment (except 160209-160213);244;314.3;83.9;210.8;19.6
2018;EAV-16021500-G;Hazardous components removed from discarded equip.;40;46.7;0.0;26.7;19.9
2018;EAV-16021600-U;Components removed fr. discarded equip.(ex.160215);155;141.1;0.1;97.4;43.7
2018;EAV-16021601-U;External electrical wiring (including cables);7;0.3;;0.3;0.0
2018;EAV-160303-G;Off-specif. batches: Inorganic wastes;39;4.9;0.0;4.1;0.7
2018;EAV-160304-U;Inorganic wastes (except 160303);60;24.7;;22.6;2.1
2018;EAV-160305-G;Off-specif. batches: Organic wastes;36;15.2;2.2;11.2;1.8
2018;EAV-160306-U;Organic wastes (except 160305);59;14.3;0.8;13.2;0.2
2018;EAV-160401-G;Waste ammunition;5;0.5;0.2;0.3;
2018;EAV-160402-G;Fireworks wastes;3;0.1;0.0;0.1;0.0
2018;EAV-160403-G;Other waste explosives;9;0.5;0.1;0.4;0.0
2018;EAV-160504-G;Gases in pressure containers (including halons);47;8.1;0.0;7.1;1.0
2018;EAV-160505-U;Gases in pressure containers (except 160504);7;3.3;;3.2;0.1
2018;EAV-160506-G;Laboratory chemicals consisting of hazardous subs.;41;7.3;1.3;3.7;2.3
2018;EAV-160507-G;Discarded inorganic chemicals cons. of haza. subs.;61;5.1;0.1;4.3;0.7
2018;EAV-160508-G;Discarded organic chemicals cons. of haza. subs.;52;6.5;0.8;5.3;0.5
2018;EAV-160509-U;Discarded chemicals (except 160506,160507,160508);29;3.3;0.2;1.5;1.7
2018;EAV-160601-G;Lead batteries;118;261.2;0.0;215.2;46.0
2018;EAV-160602-G;Ni-Cd batteries;20;2.1;;1.4;0.7
